Id,Title,Category,Address,Industry,Geography,Profession
50489b6fdb46674f9b00033a,France Consumer Services,Price,France Consumer Services,Consumer Goods & Services,France,"Asset Management,Debt,Equities,Investment Banking"
50489b6fdb46674f9b00034f,New Zealand Top 25 ,Price,New Zealand Top 25 ,All Sectors,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b6fdb46674f9b000378,New Zealand Consumer Services,Price,New Zealand Consumer Services,Consumer Goods & Services,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b6fdb46674f9b000384,Taiwan Top 25 ,Price,Taiwan Top 25 ,All Sectors,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b6fdb46674f9b0003ad,Taiwan Consumer Services,Price,Taiwan Consumer Services,Consumer Goods & Services,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b6fdb46674f9b0003b9,United Kingdom Consumer Services,Price,United Kingdom Consumer Services,Consumer Goods & Services,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0003d6,Japan Top 25 ,Price,Japan Top 25 ,All Sectors,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0003e6,Japan Consumer Services,Price,Japan Consumer Services,Consumer Goods & Services,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0003ed,Global Top 25 Utilities,Price,Global Top 25 Utilities,Utilities,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00041a,New Zealand Utilities,Price,New Zealand Utilities,Utilities,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b000425,Portugal Top Companies ,Price,Portugal Top Companies ,"All Sectors,Basic Materials,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance,Consumer Goods & Services,Telecommunications",Portugal,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00043b,India Utilities,Price,India Utilities,Utilities,India,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00044f,Hong Kong Utilities,Price,Hong Kong Utilities,Utilities,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00045e,Canada Utilities,Price,Canada Utilities,Utilities,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00046d,Global Top 25 Basic Materials,Price,Global Top 25 Basic Materials,Basic Materials,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b00049a,Hong Kong Basic Materials,Price,Hong Kong Basic Materials,Basic Materials,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0004b0,Australia Basic Materials,Price,Australia Basic Materials,Basic Materials,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0004d8,Japan Basic Materials,Price,Japan Basic Materials,Basic Materials,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b0004e0,United States Basic Materials,Price,United States Basic Materials,Basic Materials,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b70db46674f9b000503,Global Top 25 Financials,Price,Global Top 25 Financials,"Financials,Sovereigns & Public Finance","United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000531,United Kingdom Financials,Price,United Kingdom Financials,"Financials,Sovereigns & Public Finance",United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000552,Australia Financials,Price,Australia Financials,"Financials,Sovereigns & Public Finance","Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b00057b,United States Financials,Price,United States Financials,"Financials,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b0005a0,Japan Financials,Price,Japan Financials,"Financials,Sovereigns & Public Finance",Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b0005a9,Canada Financials,Price,Canada Financials,"Financials,Sovereigns & Public Finance",Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b0005c9,Hong Kong Financials,Price,Hong Kong Financials,"Financials,Sovereigns & Public Finance",Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b0005ee,Global Top 25 Consumer Goods,Price,Global Top 25 Consumer Goods,Consumer Goods & Services,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b00061a,Japan Consumer Goods,Price,Japan Consumer Goods,Consumer Goods & Services,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000621,United States Consumer Goods,Price,United States Consumer Goods,Consumer Goods & Services,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000644,Canada Consumer Goods,Price,Canada Consumer Goods,Consumer Goods & Services,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000651,Hong Kong Consumer Goods,Price,Hong Kong Consumer Goods,Consumer Goods & Services,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b71db46674f9b000674,United Kingdom Consumer Goods,Price,United Kingdom Consumer Goods,Consumer Goods & Services,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b000688,Germany Top 25 ,Price,Germany Top 25 ,All Sectors,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0006b5,Germany Consumer Goods,Price,Germany Consumer Goods,Consumer Goods & Services,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0006c4,India Consumer Goods,Price,India Consumer Goods,Consumer Goods & Services,India,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0006de,France Consumer Goods,Price,France Consumer Goods,Consumer Goods & Services,France,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0006f2,Italy Top 25 ,Price,Italy Top 25 ,All Sectors,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b00070f,Italy Consumer Goods,Price,Italy Consumer Goods,Consumer Goods & Services,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b000716,Taiwan Consumer Goods,Price,Taiwan Consumer Goods,Consumer Goods & Services,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b000739,Chinese HK listed Top 25 ,Price,Chinese HK listed Top 25 ,All Sectors,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b00075c,Chinese HK listed Consumer Goods,Price,Chinese HK listed Consumer Goods,Consumer Goods & Services,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b000765,Germany Financials,Price,Germany Financials,"Financials,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b000774,France Financials,Price,France Financials,"Financials,Sovereigns & Public Finance",France,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b00078c,India Financials,Price,India Financials,"Financials,Sovereigns & Public Finance",India,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0007a9,Chinese HK listed Financials,Price,Chinese HK listed Financials,"Financials,Sovereigns & Public Finance",Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b72db46674f9b0007b9,Taiwan Financials,Price,Taiwan Financials,"Financials,Sovereigns & Public Finance",Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0007ca,Belgium Top 25 ,Price,Belgium Top 25 ,All Sectors,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0007f7,Belgium Financials,Price,Belgium Financials,"Financials,Sovereigns & Public Finance",Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b000808,Global Top 25 Health Care,Price,Global Top 25 Health Care,Health Care,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b000835,United States Health Care,Price,United States Health Care,Health Care,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b000857,Netherlands Top 25 ,Price,Netherlands Top 25 ,All Sectors,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b000884,Netherlands Health Care,Price,Netherlands Health Care,Health Care,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b00088c,Taiwan Health Care,Price,Taiwan Health Care,Health Care,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b000895,Belgium Health Care,Price,Belgium Health Care,Health Care,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008a1,India Health Care,Price,India Health Care,Health Care,India,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008b2,United Kingdom Health Care,Price,United Kingdom Health Care,Health Care,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008bf,Australia Health Care,Price,Australia Health Care,Health Care,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008d1,Netherlands Consumer Goods,Price,Netherlands Consumer Goods,Consumer Goods & Services,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008da,Belgium Consumer Goods,Price,Belgium Consumer Goods,Consumer Goods & Services,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008e3,Luxembourg Top Companies ,Price,Luxembourg Top Companies ,All Sectors,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b73db46674f9b0008fb,Canada Consumer Services,Price,Canada Consumer Services,Consumer Goods & Services,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b00090f,Germany Consumer Services,Price,Germany Consumer Services,Consumer Goods & Services,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b00091c,Hong Kong Industrials,Price,Hong Kong Industrials,Industrials,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b000937,Taiwan Industrials,Price,Taiwan Industrials,Industrials,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b00095b,India Industrials,Price,India Industrials,Industrials,India,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b000976,Japan Industrials,Price,Japan Industrials,Industrials,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b00097e,New Zealand Industrials,Price,New Zealand Industrials,Industrials,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b00098e,Australia Industrials,Price,Australia Industrials,Industrials,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b0009b6,Germany Industrials,Price,Germany Industrials,Industrials,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b0009ce,Chinese HK listed Industrials,Price,Chinese HK listed Industrials,Industrials,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b0009d7,Netherlands Industrials,Price,Netherlands Industrials,Industrials,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b0009e4,Australia Consumer Goods,Price,Australia Consumer Goods,Consumer Goods & Services,Australia,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b0009f6,United Kingdom Basic Materials,Price,United Kingdom Basic Materials,Basic Materials,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b000a11,Chinese HK listed Basic Materials,Price,Chinese HK listed Basic Materials,Basic Materials,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b74db46674f9b000a1b,Canada Basic Materials,Price,Canada Basic Materials,Basic Materials,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a43,India Basic Materials,Price,India Basic Materials,Basic Materials,India,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a60,New Zealand Basic Materials,Price,New Zealand Basic Materials,Basic Materials,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a69,Taiwan Basic Materials,Price,Taiwan Basic Materials,Basic Materials,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a83,Germany Basic Materials,Price,Germany Basic Materials,Basic Materials,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a93,France Basic Materials,Price,France Basic Materials,Basic Materials,France,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000a9e,Global Top 25 Technology,Price,Global Top 25 Technology,Technology,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000aca,Taiwan Technology,Price,Taiwan Technology,Technology,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000aee,United States Technology,Price,United States Technology,Technology,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b0c,Japan Technology,Price,Japan Technology,Technology,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b14,India Technology,Price,India Technology,Technology,India,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b28,Hong Kong Technology,Price,Hong Kong Technology,Technology,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b3c,France Technology,Price,France Technology,Technology,France,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b4c,Germany Technology,Price,Germany Technology,Technology,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b75db46674f9b000b58,United Kingdom Technology,Price,United Kingdom Technology,Technology,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000b67,France Utilities,Price,France Utilities,Utilities,France,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000b74,United States Utilities,Price,United States Utilities,Utilities,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000b99,Japan Utilities,Price,Japan Utilities,Utilities,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000ba1,Australia Utilities,Price,Australia Utilities,Utilities,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bad,Italy Utilities,Price,Italy Utilities,Utilities,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bb5,Italy Industrials,Price,Italy Industrials,Industrials,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bbd,New Zealand Financials,Price,New Zealand Financials,"Financials,Sovereigns & Public Finance",New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bcc,Netherlands Consumer Services,Price,Netherlands Consumer Services,Consumer Goods & Services,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bd4,Belgium Industrials,Price,Belgium Industrials,Industrials,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000bde,Global Top 25 Oil & Gas,Price,Global Top 25 Oil & Gas,Oil & Gas,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000c0b,Australia Oil & Gas,Price,Australia Oil & Gas,Oil & Gas,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000c24,Canada Oil & Gas,Price,Canada Oil & Gas,Oil & Gas,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000c4b,United States Oil & Gas,Price,United States Oil & Gas,Oil & Gas,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000c6f,United Kingdom Oil & Gas,Price,United Kingdom Oil & Gas,Oil & Gas,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b76db46674f9b000c81,India Oil & Gas,Price,India Oil & Gas,Oil & Gas,India,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000c90,Hong Kong Oil & Gas,Price,Hong Kong Oil & Gas,Oil & Gas,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000c9c,Japan Oil & Gas,Price,Japan Oil & Gas,Oil & Gas,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000ca4,Taiwan Oil & Gas,Price,Taiwan Oil & Gas,Oil & Gas,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000cae,New Zealand Consumer Goods,Price,New Zealand Consumer Goods,Consumer Goods & Services,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000cb6,Global Top 25 Telecommunications,Price,Global Top 25 Telecommunications,Telecommunications,"United Kingdom,Australia,Hong Kong,India,Italy,Japan,France,Germany,Canada,Belgium,Netherlands,New Zealand,Portugal,Taiwan, United States","Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000ce3,Canada Telecommunications,Price,Canada Telecommunications,Telecommunications,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000ced,United States Telecommunications,Price,United States Telecommunications,Telecommunications,United States,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000cfd,United Kingdom Telecommunications,Price,United Kingdom Telecommunications,Telecommunications,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d06,Belgium Telecommunications,Price,Belgium Telecommunications,Telecommunications,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d0f,Chinese HK listed Telecommunications,Price,Chinese HK listed Telecommunications,Telecommunications,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d17,New Zealand Telecommunications,Price,New Zealand Telecommunications,Telecommunications,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d21,Taiwan Telecommunications,Price,Taiwan Telecommunications,Telecommunications,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d2b,France Telecommunications,Price,France Telecommunications,Telecommunications,France,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d33,Hong Kong Telecommunications,Price,Hong Kong Telecommunications,Telecommunications,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d3e,Italy Telecommunications,Price,Italy Telecommunications,Telecommunications,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d46,Australia Telecommunications,Price,Australia Telecommunications,Telecommunications,"Australia,New Zealand","Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d50,Taiwan Utilities,Price,Taiwan Utilities,Utilities,Taiwan,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d59,United Kingdom Utilities,Price,United Kingdom Utilities,Utilities,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d64,Japan Health Care,Price,Japan Health Care,Health Care,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b77db46674f9b000d6c,France Health Care,Price,France Health Care,Health Care,France,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000d7a,Germany Health Care,Price,Germany Health Care,Health Care,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000d86,Canada Health Care,Price,Canada Health Care,Health Care,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000d8f,New Zealand Health Care,Price,New Zealand Health Care,Health Care,New Zealand,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000d99,Netherlands Financials,Price,Netherlands Financials,"Financials,Sovereigns & Public Finance",Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000daa,Chinese HK listed Oil & Gas,Price,Chinese HK listed Oil & Gas,Oil & Gas,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000db2,Italy Oil & Gas,Price,Italy Oil & Gas,Oil & Gas,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000dbb,France Oil & Gas,Price,France Oil & Gas,Oil & Gas,France,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000dc6,Italy Basic Materials,Price,Italy Basic Materials,Basic Materials,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000dce,Japan Telecommunications,Price,Japan Telecommunications,Telecommunications,Japan,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000dd6,Germany Telecommunications,Price,Germany Telecommunications,Telecommunications,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000ddf,India Telecommunications,Price,India Telecommunications,Telecommunications,India,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000de8,Germany Utilities,Price,Germany Utilities,Utilities,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000df1,Belgium Basic Materials,Price,Belgium Basic Materials,Basic Materials,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000dfc,Netherlands Oil & Gas,Price,Netherlands Oil & Gas,Oil & Gas,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e05,Hong Kong Health Care,Price,Hong Kong Health Care,Health Care,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e0e,Chinese HK listed Health Care,Price,Chinese HK listed Health Care,Health Care,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e16,Belgium Consumer Services,Price,Belgium Consumer Services,Consumer Goods & Services,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e1e,Germany Oil & Gas,Price,Germany Oil & Gas,Oil & Gas,Germany,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e27,Italy Technology,Price,Italy Technology,Technology,Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e2f,Belgium Technology,Price,Belgium Technology,Technology,Belgium,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e37,Netherlands Technology,Price,Netherlands Technology,Technology,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b78db46674f9b000e3f,Canada Technology,Price,Canada Technology,Technology,Canada,"Asset Management,Debt,Equities,Investment Banking"
50489b79db46674f9b000e4b,Netherlands Basic Materials,Price,Netherlands Basic Materials,Basic Materials,Netherlands,"Asset Management,Debt,Equities,Investment Banking"
50489b79db46674f9b000e56,Italy Financials,Price,Italy Financials,"Financials,Sovereigns & Public Finance",Italy,"Asset Management,Debt,Equities,Investment Banking"
50489b79db46674f9b000e5f,Chinese HK listed Technology,Price,Chinese HK listed Technology,Technology,Hong Kong,"Asset Management,Debt,Equities,Investment Banking"
